episode/length,train/mean_return_100,episode/return,rollout/ep_len_mean,time/iterations,episode/success,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/success_rate_100,time/fps,train/mean_length_100,train/std,train/clip_fraction,train/entropy_loss,train/value_loss,train/clip_range,train/explained_variance,train/loss,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/learning_rate
35,175.57898,120.71823,41.16326530612245,1,0,702,2048,174.45936584472656,0.0,2,41.291666666666664,,,,,,,,,,,
45,177.3529,158.59598,41.40816326530612,2,0,1394,4096,177.4648895263672,0.0,2,41.34375,1.0122015476226807,0.033837890625,-5.703410749137402,7616.582020568848,0.2,-0.00787508487701416,2885.66455078125,0.0050307363,10,-0.005510159919504076,0.0003
40,190.05034,180.53528,43.38,3,0,2051,6144,190.4248809814453,0.0,2,43.37,1.0143370628356934,0.05791015625,-5.72753868997097,6900.3776382446285,0.2,0.17124539613723755,3151.18310546875,0.0071875406,20,-0.006007624164340086,0.0003
43,206.31293,194.99481,45.44,4,0,2683,8192,206.21762084960938,0.0,3,45.29,1.0139275789260864,0.050439453125,-5.73062951117754,6788.432902526855,0.2,0.28049397468566895,3413.96337890625,0.0056016315,30,-0.005227379509597086,0.0003
64,210.77914,396.43307,46.7,5,0,3304,10240,211.76287841796875,0.0,3,46.58,1.0135347843170166,0.0689453125,-5.728449277579784,6384.121911621094,0.2,0.363847553730011,2716.161376953125,0.0075524445,40,-0.00810024702368537,0.0003
44,211.29128,208.06018,47.76,6,0,3914,12288,212.3749542236328,0.0,3,47.52,1.0229365825653076,0.051318359375,-5.74743622392416,5852.879583740234,0.2,0.43340110778808594,2614.7412109375,0.0061621657,50,-0.006774977809982374,0.0003
54,214.17398,263.4787,48.93,7,0,4511,14336,218.50961303710938,0.0,3,48.3,1.0217523574829102,0.055322265625,-5.759733474254608,5575.965684509278,0.2,0.48913395404815674,2649.81689453125,0.007869374,60,-0.009505413025908637,0.0003
62,231.29347,261.7894,50.85,8,0,5086,16384,230.62184143066406,0.0,3,50.7,1.0191538333892822,0.080078125,-5.750098763406276,5393.134064483643,0.2,0.5395572781562805,3395.8837890625,0.008949062,70,-0.009190083568682894,0.0003
65,241.9518,364.1166,53.59,9,0,5624,18432,251.19593811035156,0.0,3,52.57,1.0125868320465088,0.10068359375,-5.731436003744602,5941.931251525879,0.2,0.5612213015556335,2751.54833984375,0.009769245,80,-0.01468176624039188,0.0003
72,262.88312,305.91992,55.93,10,0,6151,20480,268.0157470703125,0.0,3,55.29,1.0070891380310059,0.055908203125,-5.706961040198803,5515.346115875244,0.2,0.6074851751327515,1999.878662109375,0.0075281477,90,-0.008483699650969356,0.0003
47,277.54727,198.7344,59.03,11,0,6666,22528,281.4820251464844,0.0,3,58.15,1.01322340965271,0.102490234375,-5.708091716468334,5575.84888305664,0.2,0.635485053062439,1771.91455078125,0.010827298,100,-0.011683586906292476,0.0003
64,291.08115,318.48718,62.38,12,0,7122,24576,290.7542419433594,0.0,3,61.58,1.0092905759811401,0.08662109375,-5.7143957510590555,5743.79211807251,0.2,0.6514561772346497,2150.71875,0.007837185,110,-0.010113266733242199,0.0003
77,294.98032,499.48724,64.93,13,0,7601,26624,302.2738037109375,0.0,3,63.86,1.004251480102539,0.077392578125,-5.696335113048553,6424.320726013184,0.2,0.6583582162857056,3368.492431640625,0.00829613,120,-0.011527674202807248,0.0003
88,305.05527,478.0692,67.4,14,0,8069,28672,314.5561218261719,0.0,3,66.04,1.0027003288269043,0.075927734375,-5.684693393111229,5693.586487579346,0.2,0.7005761861801147,2791.544189453125,0.007927117,130,-0.009110517406952567,0.0003
65,318.65585,321.69974,68.54,15,0,8525,30720,328.904541015625,0.0,3,68.27,1.0084608793258667,0.077734375,-5.693405863642693,5339.689838409424,0.2,0.7310992479324341,3078.58154296875,0.0069165407,140,-0.009823113802121952,0.0003
47,322.16516,164.7738,72.43,16,0,8922,32768,287.8450927734375,0.0,3,69.66,1.0110821723937988,0.067431640625,-5.708316801488399,5801.798509216309,0.2,0.7307854294776917,2902.778076171875,0.0071113445,150,-0.008570605190470815,0.0003
81,288.3216,438.00177,73.56,17,0,9378,34816,282.1982421875,0.0,3,73.33,1.016092300415039,0.0580078125,-5.722954213619232,13534.251658630372,0.2,0.5976924300193787,5958.08349609375,0.00733344,160,-0.00886537414189661,0.0003
79,282.16718,354.07184,75.24,18,0,9810,36864,278.9014892578125,0.0,3,75.45,1.0240190029144287,0.0638671875,-5.748088677227497,5003.49239654541,0.2,0.7722822427749634,1767.114990234375,0.008046337,170,-0.00894130789092742,0.0003
64,248.25923,264.32022,80.83,19,0,10171,38912,261.0466003417969,0.0,3,79.45,1.018082618713379,0.07421875,-5.75252016633749,5002.684071350098,0.2,0.7863930463790894,2099.214599609375,0.0099949185,180,-0.009301990768290126,0.0003
86,268.0884,536.36646,82.26,20,0,10556,40960,300.885498046875,0.0,3,81.96,1.0303184986114502,0.050439453125,-5.765138745307922,17160.274182128906,0.2,0.6055921316146851,7476.60693359375,0.006895989,190,-0.00980682390218135,0.0003
94,330.48944,418.0205,86.65,21,0,10941,43008,330.48944091796875,0.0,3,86.65,1.0313156843185425,0.068212890625,-5.7907458424568174,6285.513877868652,0.2,0.7694728374481201,3502.01220703125,0.009192176,200,-0.009688296090462244,0.0003
115,335.8979,381.99524,89.23,22,0,11326,45056,335.5273132324219,0.0,3,88.75,1.0386385917663574,0.0583984375,-5.8066152557730675,5524.669786834716,0.2,0.797400712966919,3306.423095703125,0.007987417,210,-0.008687844057567418,0.0003
172,41.446476,781.5894,104.98,23,0,11522,47104,47.043235778808594,0.0,4,103.8,1.036697268486023,0.0353515625,-5.818670189380645,6736.37926940918,0.2,0.7832047939300537,4364.14501953125,0.007010571,220,-0.006266194581985474,0.0003
85,72.09299,384.41446,105.67,24,0,11872,49152,68.82701110839844,0.0,4,105.69,1.038787603378296,0.03544921875,-5.820435264706612,95871.77515869141,0.2,0.48511606454849243,44408.2421875,0.0057207677,230,-0.004809643339831382,0.0003
111,-14.07571,409.80313,110.0,25,0,12209,51200,-15.608187675476074,0.0,4,110.01,1.0382051467895508,0.048388671875,-5.822108416259288,8235.578910064698,0.2,0.7644209265708923,5666.21240234375,0.0075295884,240,-0.008689713064813986,0.0003
100,3.6762621,514.21576,112.25,26,0,12559,53248,7.580001354217529,0.0,4,112.02,1.0458612442016602,0.051220703125,-5.833323864638805,21907.962741088868,0.2,0.6306407451629639,9572.818359375,0.0057765497,250,-0.008114825695520267,0.0003
149,30.790953,1206.4216,116.15,27,0,12897,55296,36.939308166503906,0.0,4,115.67,1.0493210554122925,0.05986328125,-5.852396033704281,5762.864212036133,0.2,0.835920512676239,3132.094970703125,0.0073467903,260,-0.010946164940833114,0.0003
212,47.59768,-953.05695,122.07,28,0,13187,57344,37.41193771362305,0.0,4,120.64,1.0463836193084717,0.066845703125,-5.855149024724961,5367.222913360596,0.2,0.8394438624382019,2585.02490234375,0.008435783,270,-0.009644943795865401,0.0003
67,335.6882,423.17017,114.0,29,0,13478,59392,310.25567626953125,0.0,4,112.41,1.0501289367675781,0.034326171875,-5.856396789848804,9667.671997070312,0.2,0.7370815873146057,5159.50830078125,0.006921772,280,-0.0064956745627569035,0.0003
174,311.53625,916.6927,120.89,30,0,13756,61440,310.34405517578125,0.0,4,118.27,1.048412561416626,0.0576171875,-5.862297870218754,15262.794105529785,0.2,0.7351058125495911,4519.55322265625,0.008349885,290,-0.009203132407856173,0.0003
163,345.85718,380.74567,125.69,31,0,14035,63488,391.8663024902344,0.0,4,126.56,1.0493416786193848,0.026416015625,-5.861811079084873,13131.782843780518,0.2,0.7351353168487549,5912.7802734375,0.0054858215,300,-0.006366742556565441,0.0003
125,387.93884,872.28375,132.83,32,0,14278,65536,378.299560546875,0.0,4,131.03,1.0515081882476807,0.03447265625,-5.867473319172859,10333.215528869629,0.2,0.7735461592674255,4739.3984375,0.0065325876,310,-0.005946269546984695,0.0003
166,377.9908,64.5101,141.07,33,0,14557,67584,382.72210693359375,0.0,4,139.11,1.0570368766784668,0.027978515625,-5.880366761982441,11750.831642150879,0.2,0.756386399269104,6362.14453125,0.0049130972,320,-0.006507557250733953,0.0003
95,350.6232,412.5725,146.83,34,0,14824,69632,339.7906188964844,0.0,4,144.0,1.0567259788513184,0.02705078125,-5.890545254945755,9209.39034576416,0.2,0.7963605523109436,5216.6005859375,0.00521114,330,-0.00642508429591544,0.0003
208,349.58374,505.84564,149.23,35,0,14996,71680,349.583740234375,0.0,4,149.23,1.0597281455993652,0.03623046875,-5.898201216757298,9411.9405960083,0.2,0.8064319491386414,5327.34228515625,0.004931094,340,-0.008767017081845551,0.0003
170,-79.590775,-493.54947,174.99,36,0,15192,73728,-294.9627990722656,0.0,4,164.82,1.064847469329834,0.05283203125,-5.915313428640365,143446.2102783203,0.2,0.5150683522224426,63906.87109375,0.005814318,350,-0.007280798361171037,0.0003
133,-375.04794,512.19495,184.29,37,0,15388,75776,-432.0635986328125,0.0,4,181.11,1.0629336833953857,0.05341796875,-5.92147841155529,63094.97208251953,0.2,0.6568509340286255,30454.263671875,0.0063804677,360,-0.008373360778205097,0.0003
205,-483.33054,-988.76605,191.43,38,0,15607,77824,-509.5597229003906,0.0,4,190.08,1.0665416717529297,0.02548828125,-5.921580372750759,31109.083264160156,0.2,0.6562608480453491,11708.64453125,0.005122563,370,-0.004083647474180907,0.0003
563,-617.1665,-8548.075,203.62,39,0,15791,79872,-697.0496215820312,0.0,5,198.43,1.0613508224487305,0.039453125,-5.923220138251781,23992.480560302734,0.2,0.7757454514503479,13335.544921875,0.006045106,380,-0.008099031425081194,0.0003
98,-699.59076,562.8888,209.69,40,0,16034,81920,-705.4699096679688,0.0,5,206.96,1.0626665353775024,0.01728515625,-5.912531788647175,31076.344189453124,0.2,0.5677381753921509,13660.455078125,0.004854043,390,-0.003907374202390202,0.0003
151,-732.4607,270.90182,211.95,41,0,16289,83968,-733.7703247070312,0.0,5,211.42,1.0614080429077148,0.0369140625,-5.913013863563537,11481.419856262208,0.2,0.8065786361694336,4889.025390625,0.0065908898,400,-0.0099597559456015,0.0003
85,-710.80334,494.77728,207.48,42,0,16580,86016,-703.6548461914062,0.0,5,208.24,1.0581278800964355,0.057666015625,-5.905533744394779,11709.485626220703,0.2,0.8223621845245361,4122.0322265625,0.006729411,410,-0.00962767302407883,0.0003
317,-711.7315,-2998.1611,209.24,43,0,16823,88064,-711.7315063476562,0.0,5,209.24,1.0541657209396362,0.0443359375,-5.888920220732689,8972.933547210694,0.2,0.8409891128540039,3118.217529296875,0.0068156505,420,-0.00951414868759457,0.0003
137,-699.78687,511.49268,212.8,44,0,17090,90112,-697.171630859375,0.0,5,212.98,1.0507011413574219,0.065771484375,-5.873781675100327,13348.803591918946,0.2,0.8139944672584534,5419.2001953125,0.0062238686,430,-0.009885110528557561,0.0003
122,-217.28378,530.6532,196.23,45,0,17368,92160,-219.4513702392578,0.0,5,195.62,1.0492128133773804,0.03642578125,-5.861604967713356,16470.196684265138,0.2,0.7737302780151367,9466.9482421875,0.006506025,440,-0.011021781212184579,0.0003
162,181.42314,859.9714,179.17,46,0,17612,94208,189.6482391357422,0.0,5,178.82,1.043001651763916,0.044287109375,-5.850346533954143,6470.36215057373,0.2,0.8882049918174744,2332.4501953125,0.006085066,450,-0.008665191322506871,0.0003
142,356.31454,388.0944,170.48,47,0,17867,96256,377.66448974609375,0.0,5,170.54,1.0405621528625488,0.03056640625,-5.832285626232624,8229.143147277831,0.2,0.8476302027702332,2998.577880859375,0.004476423,460,-0.007541016314644366,0.0003
248,478.41522,980.80615,166.04,48,0,18110,98304,489.328857421875,0.0,5,165.3,1.041994571685791,0.01806640625,-5.831720462441444,5785.821740722657,0.2,0.8844699859619141,2984.95849609375,0.0053078984,470,-0.0054037085268646475,0.0003
299,527.85,-195.74823,168.02,49,0,18341,100352,531.2720336914062,0.0,5,166.84,1.0431969165802002,0.01875,-5.836504589021206,5104.143092346191,0.2,0.8667181730270386,2901.392578125,0.003978161,480,-0.007309248027740978,0.0003
229,551.8373,1000.5657,172.07,50,0,18596,102400,557.5872802734375,0.0,5,169.79,1.0435798168182373,0.058544921875,-5.84168815612793,6543.945085906982,0.2,0.8791186213493347,3000.714599609375,0.007970012,490,-0.009342227116576396,0.0003
162,507.23608,971.64124,176.89,51,0,18839,104448,523.1896362304688,0.0,5,176.86,1.0505400896072388,0.02353515625,-5.853450535237789,6904.928731536866,0.2,0.8806865811347961,3128.79443359375,0.004736978,500,-0.007397062738891691,0.0003
261,605.5144,1732.0612,172.26,52,0,19106,106496,617.32958984375,0.0,5,170.86,1.0498290061950684,0.043505859375,-5.8688429847359656,26870.79488220215,0.2,0.7622794508934021,5773.6015625,0.004905761,510,-0.005587160473805852,0.0003
306,629.8802,1621.3473,175.5,53,0,19361,108544,653.7969970703125,0.0,5,173.35,1.049566388130188,0.055029296875,-5.8645505383610725,6464.716217803955,0.2,0.870071530342102,3417.98095703125,0.009561878,520,-0.009709233744069934,0.0003
235,678.29456,1551.6921,175.68,54,0,19628,110592,684.1956787109375,0.0,5,175.65,1.053102970123291,0.05009765625,-5.871467286348343,7423.661375427246,0.2,0.8395302891731262,2322.606689453125,0.0071191587,530,-0.01016137957922183,0.0003
128,725.1763,856.4248,174.76,55,0,19883,112640,735.691162109375,0.0,5,174.8,1.0568811893463135,0.04296875,-5.88705578148365,8158.998876953125,0.2,0.8551735877990723,3013.4765625,0.0068481197,540,-0.006905069897766225,0.0003
238,761.3949,853.13214,168.72,56,0,20162,114688,782.0843505859375,0.0,5,168.12,1.0586886405944824,0.02939453125,-5.896295984089375,6714.8374694824215,0.2,0.8657152652740479,3139.632568359375,0.0062594507,550,-0.006408972234930843,0.0003
263,758.2913,1613.9146,168.05,57,0,20405,116736,772.9609985351562,0.0,5,167.43,1.0591340065002441,0.036328125,-5.899937950074673,7098.216251373291,0.2,0.8701397180557251,3042.417236328125,0.0056821015,560,-0.007220885666902177,0.0003
234,795.2787,1690.9684,169.91,58,0,20636,118784,811.9287719726562,0.0,5,170.98,1.0550596714019775,0.0248046875,-5.894349201023578,14045.075926208496,0.2,0.8369488716125488,6024.16552734375,0.004625296,570,-0.007699642755324021,0.0003
137,852.11444,924.54333,168.73,59,0,20891,120832,944.9202270507812,0.0,5,172.01,1.0511425733566284,0.0306640625,-5.87837682068348,9997.963844299316,0.2,0.8576593995094299,4579.75927734375,0.0057710595,580,-0.008214948215754702,0.0003
166,960.952,833.4409,174.31,60,0,21111,122880,969.869384765625,0.0,5,170.57,1.0438429117202759,0.059814453125,-5.855185261368751,7603.036334991455,0.2,0.8706991076469421,4100.57275390625,0.0068127103,590,-0.010837210682802833,0.0003
190,982.0826,1336.8605,178.35,61,0,21342,124928,983.975341796875,0.0,5,179.77,1.0430936813354492,0.04482421875,-5.84388517588377,8485.732666015625,0.2,0.8668963313102722,4536.765625,0.007453755,600,-0.007653690697043203,0.0003
198,997.9051,1363.8323,188.52,62,0,21538,126976,1010.576904296875,0.0,5,183.45,1.0424628257751465,0.039306640625,-5.839111672341824,7647.222366333008,0.2,0.8841638565063477,4080.564453125,0.0055099484,610,-0.009115903350175359,0.0003
163,1017.3161,1053.0828,192.37,63,0,21758,129024,1017.3161010742188,0.0,5,192.37,1.045557975769043,0.025,-5.842375561594963,5972.53084487915,0.2,0.9039586186408997,2637.2041015625,0.0060875867,620,-0.005967261936166324,0.0003
193,1038.6542,891.14777,200.17,64,0,21965,131072,1038.6541748046875,0.0,5,200.17,1.0432559251785278,0.0126953125,-5.847061587870121,7803.219695281982,0.2,0.8573786020278931,3232.374755859375,0.004699764,630,-0.0057921625149901955,0.0003
133,1064.5886,1072.5781,205.89,65,0,22185,133120,1069.3636474609375,0.0,6,206.55,1.0437103509902954,0.01494140625,-5.84146608710289,6624.55196685791,0.2,0.8942345976829529,2740.3134765625,0.004343685,640,-0.005254593671998009,0.0003
181,1116.4891,1317.7448,213.06,66,0,22381,135168,1116.4891357421875,0.0,6,213.06,1.0406408309936523,0.018408203125,-5.8380113080143925,8874.654829406738,0.2,0.880109429359436,3376.017333984375,0.004500909,650,-0.005780854966724291,0.0003
252,1162.9368,1936.4683,218.69,67,0,22612,137216,1162.936767578125,0.0,6,218.69,1.046964168548584,0.031494140625,-5.840322168171406,11609.64542388916,0.2,0.8370656967163086,5624.45166015625,0.0047331546,660,-0.008797769056400284,0.0003
213,1231.6346,1410.3082,228.45,68,0,22820,139264,1235.4720458984375,0.0,6,227.75,1.0473060607910156,0.03759765625,-5.853871555626393,9230.94402923584,0.2,0.8762286901473999,4331.068359375,0.0067234226,670,-0.008088685857364908,0.0003
223,1226.5331,1454.676,232.34,69,0,23016,141312,1212.989990234375,0.0,6,230.23,1.052629828453064,0.032080078125,-5.866231742501259,6834.720785522461,0.2,0.859943151473999,2658.3798828125,0.005003915,680,-0.006268404799629934,0.0003
457,1213.5947,3229.4014,237.09,70,0,23235,143360,1236.485595703125,0.0,6,233.87,1.0593419075012207,0.029150390625,-5.886491952836513,15064.156358337403,0.2,0.8423381447792053,3566.01025390625,0.005216335,690,-0.009057791435043327,0.0003
397,1266.3472,144.66817,244.9,71,0,23431,145408,1258.5484619140625,0.0,6,242.3,1.0575119256973267,0.012548828125,-5.8999310865998265,6111.930325317383,0.2,0.8536381125450134,2952.031494140625,0.0034954539,700,-0.0030240349777159283,0.0003
248,1274.9348,1406.1993,243.72,72,0,23663,147456,1291.4071044921875,0.0,6,244.35,1.0551053285598755,0.0328125,-5.891756504774094,8664.166334533691,0.2,0.8703182339668274,3664.601806640625,0.0048678033,710,-0.007179879778414033,0.0003
305,1299.0114,870.5511,247.75,73,0,23859,149504,1299.509033203125,0.0,6,246.17,1.0575522184371948,0.02880859375,-5.887494485080242,7365.6917526245115,0.2,0.8645230531692505,2473.58056640625,0.0057156803,720,-0.005810699757421389,0.0003
377,1276.458,2123.538,247.06,74,0,24066,151552,1283.859619140625,0.0,6,247.87,1.0584231615066528,0.032177734375,-5.896132701635361,8128.568545532226,0.2,0.8373957872390747,3811.653564453125,0.005956639,730,-0.005549520210479386,0.0003
266,1267.871,1224.3539,252.04,75,0,24262,153600,1282.0849609375,0.0,6,252.75,1.0606532096862793,0.0279296875,-5.895712508261203,6416.5367980957035,0.2,0.9005561470985413,2368.98291015625,0.006223671,740,-0.007517126106540673,0.0003
262,1277.4968,1684.5381,247.86,76,0,24505,155648,1277.0447998046875,0.0,6,248.85,1.0590183734893799,0.01298828125,-5.901600387692452,11355.895614624023,0.2,0.833341658115387,5446.783203125,0.00431351,750,-0.004078081244369969,0.0003
328,1289.589,2496.342,245.77,77,0,24725,157696,1303.0443115234375,0.0,6,244.71,1.0617382526397705,0.044140625,-5.9011993303895,6949.519892883301,0.2,0.8786333799362183,2484.948486328125,0.006023906,760,-0.008194036845816299,0.0003
365,1302.9698,1619.9192,243.09,78,0,24933,159744,1339.585205078125,0.0,6,245.58,1.0600935220718384,0.030712890625,-5.904474796354771,8180.191735839844,0.2,0.8841163516044617,4110.22900390625,0.00573945,770,-0.007676448623533361,0.0003
122,1358.8452,637.6255,245.58,79,0,25152,161792,1350.161376953125,0.0,6,246.73,1.0658142566680908,0.01591796875,-5.91006463766098,6982.011193847657,0.2,0.8795458674430847,2799.69091796875,0.0040811766,780,-0.005079566323547624,0.0003
234,1317.504,1515.0922,238.42,80,0,25372,163840,1324.9298095703125,0.0,6,243.82,1.0648143291473389,0.024951171875,-5.920491726696492,6765.693359375,0.2,0.8858478665351868,2923.74609375,0.005991703,790,-0.006547918118303642,0.0003
296,1319.8984,-139.43924,240.36,81,0,25579,165888,1290.9105224609375,0.0,6,237.43,1.0711908340454102,0.0171875,-5.929266415536404,6518.103484344482,0.2,0.9116100072860718,2364.506591796875,0.004899618,800,-0.005943004108848982,0.0003
124,1290.3597,954.05676,239.83,82,0,25787,167936,1272.9903564453125,0.0,6,243.3,1.0770268440246582,0.04072265625,-5.953207488358021,10864.850375366212,0.2,0.8993353843688965,4433.00927734375,0.006059848,810,-0.007182349389768206,0.0003
193,1265.6588,1479.702,241.32,83,0,25959,169984,1272.735595703125,0.0,6,240.9,1.0774660110473633,0.005712890625,-5.967535464465618,6296.922248077392,0.2,0.902000367641449,3057.09326171875,0.0019294028,820,-0.003868513229826931,0.0003
184,948.3184,1138.2474,254.67,84,0,26132,172032,948.3184204101562,0.0,6,254.67,1.0793380737304688,0.03427734375,-5.971220356225968,42603.97528076172,0.2,0.8172569274902344,21608.095703125,0.0047677997,830,-0.0069311574101448056,0.0003
229,920.04846,1783.6042,254.1,85,0,26363,174080,920.0484619140625,0.0,6,254.1,1.0784879922866821,0.030126953125,-5.973838686943054,82295.34624023437,0.2,0.788079023361206,42376.8984375,0.0054025776,840,-0.005065475282026455,0.0003
351,874.15985,-616.0104,255.5,86,0,26571,176128,862.1968994140625,0.0,6,253.26,1.0808660984039307,0.009033203125,-5.975860622525215,6261.014136505127,0.2,0.9036420583724976,2976.67919921875,0.0033914093,850,-0.003895225463202223,0.0003
276,854.9018,478.50073,251.36,87,0,26790,178176,846.0720825195312,0.0,6,250.1,1.0815509557724,0.0251953125,-5.981332048773766,15472.301530456543,0.2,0.8878052234649658,6714.37451171875,0.00410714,860,-0.006916334078414366,0.0003
313,814.7869,75.7182,251.25,88,0,26998,180224,814.7869262695312,0.0,6,251.25,1.0782203674316406,0.03662109375,-5.979314020276069,5128.059226989746,0.2,0.9199635982513428,1926.2569580078125,0.005744175,870,-0.006971557944780216,0.0003
175,771.386,947.2594,259.43,89,0,27194,182272,765.6972045898438,0.0,6,259.71,1.0793495178222656,0.036572265625,-5.974635753035545,4202.489717102051,0.2,0.9452840089797974,1525.909912109375,0.0052436693,880,-0.006600771509693004,0.0003
203,766.77124,1266.8141,264.81,90,0,27390,184320,762.3174438476562,0.0,6,264.66,1.0865293741226196,0.02783203125,-5.988512916862964,14752.34400024414,0.2,0.8831716775894165,8155.22509765625,0.0043623107,890,-0.009289027471095324,0.0003
225,734.28406,625.87286,272.34,91,0,27574,186368,685.1273193359375,0.0,6,270.86,1.0834934711456299,0.019580078125,-5.9992418244481085,7834.279732513428,0.2,0.9088181257247925,3427.446533203125,0.00489319,900,-0.0063175646209856495,0.0003
138,638.23517,952.6937,265.44,92,0,27746,188416,638.2351684570312,0.0,6,265.44,1.0868370532989502,0.018408203125,-5.998173962533474,19251.23811035156,0.2,0.8473389148712158,7170.74755859375,0.004201836,910,-0.0067519650416215885,0.0003
126,66.39468,820.0317,285.86,93,0,27918,190464,15.740168571472168,0.0,6,281.97,1.0917885303497314,0.031494140625,-6.013181057572365,104232.78696289062,0.2,0.8096567392349243,42476.18359375,0.0050818576,920,-0.004713375461869873,0.0003
202,-12.273944,808.3734,290.41,94,0,28067,192512,-12.273943901062012,0.0,6,290.41,1.101157784461975,0.061669921875,-6.035986535251141,102758.11983642579,0.2,0.7883610725402832,52026.27734375,0.007864511,930,-0.0069101231580134485,0.0003
308,-636.2827,1916.1781,308.8,95,0,28251,194560,-647.2058715820312,0.0,6,308.72,1.1098499298095703,0.058056640625,-6.07070858925581,123120.06689453125,0.2,0.7733685970306396,59190.17578125,0.006094851,940,-0.0073532970680389555,0.0003
221,-659.4732,1651.8315,315.09,96,0,28435,196608,-655.9015502929688,0.0,6,313.87,1.111182689666748,0.03193359375,-6.087996275722981,94115.09482421874,0.2,0.8125637173652649,49124.8828125,0.0060788793,950,-0.005411525288945995,0.0003
382,-600.0945,2247.7104,312.37,97,0,28631,198656,-600.5486450195312,0.0,6,311.75,1.1115269660949707,0.0267578125,-6.091717028617859,6673.054943084717,0.2,0.9370445013046265,2544.452392578125,0.003955935,960,-0.006599699446815066,0.0003
226,-579.3193,1779.1168,312.66,98,0,28827,200704,-574.9822387695312,0.0,6,314.56,1.1141819953918457,0.0205078125,-6.097044582664966,6742.378945922852,0.2,0.911795437335968,2828.35546875,0.003221643,970,-0.003783231363922823,0.0003
